error,row_id,original_message,code,treatment
"{ 'SEN': 1, 'MR': 1, 'MS': 0, 'CONF': 4, 'CONC': 4, 'STR': 2 }",481,"Fu agradable , aunque el sonido externo a veces lo perturba a uno , sin embargo , el sonido para mi no fue impedimento de concentración ",zdxom9ee,2
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 3, 'STR': 3 }",482,Un ruido q aveces molestaba,zf18rqdc,2
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",483,Agradable,zipus456,3
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",484,Bueno,zitwennt,1
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",485,agradable,zlg6umj5,1
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 1, 'CONC': 1, 'STR': 5 }",486,"pésimo, el ruido intermitente no me permitió concentrarme, hasta me dio dolor de cabeza",zm99pq4j,2
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",487,Hubo mucho ruido por los parlantes,zqp6r0a8,2
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 4, 'CONC': 3, 'STR': 2 }",488,Muy agradable,zsbxou8o,1
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",489,"Fue un poco molesto algunos sonidos que se pusieron, sobre todo el sonido de cuando alguien simula que come.",ztihkj2n,3
"{ 'SEN': -1, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 4 }",490,estresante,zy8k0hp6,3
"{ 'SEN': -1, 'MR': 0, 'MS': 0, 'CONF': 2, 'CONC': 3, 'STR': 3 }",491,Un poco incomodo,zzytpwcl,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 1, 'STR': 4 }",492,El ruido me distrae,1oddhdl1,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 1, 'STR': 4 }",493,"Fue todo un reto, el ruido dificulto mucho la concentración",201mmkx3,3
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",494,normal,2jrqy2ll,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 1, 'CONC': 1, 'STR': 4 }",495,"desagradable, demasiado ruido",3gn8ggjg,3
"{ 'SEN': -1, 'MR': 0, 'MS': 0, 'CONF': 1, 'CONC': 2, 'STR': 4 }",496,"terrible, me duele cabeza ",4crjm62l,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 1, 'STR': 4 }",497,"No fue tan agradable porque habìa mucho ruido, entonces no te podìas concentrar en las preguntas",4m625nxd,3
"{ 'SEN': 1, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 2, 'STR': 3 }",498,"Me gustaron las distracciones del ambiente, el sonido distractor añadió un factor importante en el desarrollo de las actividades.",5fdp5p1i,3
"{ 'SEN': 0, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",499,"Bastante agradable, lo unico medio malo fue que el microfono de la parte de produccion, estuvo prendido todo el tiempo. ",5qvlrbb0,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 1, 'STR': 4 }",500,"no fue agradable, pensar con esos sonidos es difícil",5vr22aup,3
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",501,estuvo bien,79drkvyn,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 1, 'STR': 4 }",502,"Desagradable con el ruido de fondo que había, no permitía concentrarse",7fmc5cir,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",503,mucho ruido,7kgedl8d,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",504,"Lo unico que me molesto es que sonaba contantement notificaciones de llamada, de whastapp y de comida por el microfono de la sala.",7m1qpdup,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 3, 'STR': 3 }",505,No muy Agradable realmente por los sonidos al comenzar,9aj03356,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",506,Nada agradable con ese ruido persistente de fondo,9njxchtp,3
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",507,Bueno,9rzny2nc,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 1, 'CONC': 1, 'STR': 5 }",508,Muy ruidoso y exigía trabajo de concentración matemática y de memorizar palabras y con tanto ruido y no podía memorizar ni pensar bien,al3lchn8,3
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 5, 'CONC': 3, 'STR': 2 }",509,"AGRADABLE Y COMODO, ME SENTI BIEN >:(",aoxwi48z,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",510,"no fue agradable, había mucho ruido ",asa69pdd,3
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 4, 'CONC': 3, 'STR': 2 }",511,fue muy agradable,cgpacsw3,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",512,Chistoso con tanto ruido.,cso4focb,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 1, 'STR': 4 }",513,Se me dificultó concentrarme por el ruido,d9xjndjt,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",514,"Mucho ruido en las bocinas, se escuchaba gente comiendo, tecleando y recibiendo mensajes por whatsapp lo que altero un poco mi concentración.",daxwkh3d,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 3, 'STR': 3 }",515,un poco incomodo por el ruido,db4va830,3
"{ 'SEN': 0, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 4, 'STR': 2 }",516,"El sonido de fondo si distrae, pero cuando te concentras pasa a segundo plano. Personalmente estudio con ruido blanco, entonces no me distraje tanto.",fhe4cbsw,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 2, 'STR': 3 }",517,"Fue un tanto difícil concentrarse con los ruidos de la bocina, pero asumo que era parte del experimento.",ieup1t69,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 2, 'STR': 3 }",518,un poco complejo por el ruido,iv775223,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",519,El ambiente fue incomodo y ruidoso debido a los sonidos de fondo de notificaciones y personas masticando,iw5gxm22,3
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",520,agradable,k1jf9leo,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",521,"No, hay algunos ruidos repetitivos en alto volumen",nluh6ksj,3
"{ 'SEN': 1, 'MR': 0, 'MS': 1, 'CONF': 4, 'CONC': 3, 'STR': 2 }",522,es ameno y muy tranquilo,nmul35i8,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",523,Mucho ruido en la sala,nnzhy6ts,3
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 5, 'CONC': 3, 'STR': 3 }",524,"La sala es limpia y espaciosa, tiene buena iluminaciòn.",o323vul4,3
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",525,No lo fue para nada,o58cobx9,3
"{ 'SEN': -1, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",526,Cero agradable,p58pj9s1,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 3, 'STR': 3 }",527,Un poco incomodo por los ruidos,pxg7lx9d,3
"{ 'SEN': -1, 'MR': 0, 'MS': 0, 'CONF': 2, 'CONC': 3, 'STR': 3 }",528,no fue para nada agradable,qrcvo6d5,3
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 2, 'STR': 2 }",529,"Me dio risa, pero no fue tan critico, creo que estaba el entorno no me afecta tanto como mis pensamientos, justo hoy tengo la mente en otro mundo",rlwjhj3o,3
"{ 'SEN': 0, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 2, 'STR': 3 }",530,"moderado, es un poco difícil concentrase con los ruidos de fondo, sin embargo estuvo interesante",rpctlp5o,3
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",531,Fue una excelente experiencia.,rr9zqq4r,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",532,fue ruidoso,sfab6g6b,3
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 4, 'CONC': 3, 'STR': 2 }",533,fue agradable ,u5tff6t4,3
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 4, 'CONC': 3, 'STR': 2 }",534,buen ambiente,unwa8tui,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 1, 'STR': 5 }",535,"El uso de sonidos estresantes dificulto mucho la concentración, lo que me estreso bastante",vtzdjtmp,3
"{ 'SEN': 0, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",536,"Bastante bien, aunque escuchaba el ruido  por parte de los organizadores, los teclazos, que estaban comiendo, haciendo otras actividades",wb4p5cgu,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 2, 'STR': 3 }",537,Fue entretenido ver como colocaban ruidos para hacer desconcentrarnos en las pruebas,xaxn9vfz,3
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",538,no tanto,xmnescie,3
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",539,bueno,xnr0qmex,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 1, 'STR': 5 }",540,"La sala y adecuacion estuvieron bien, pero el experimento fue muy estresante, horrible. El ruido era impresionante y la falta de sueño y estrès me desconcentraron",ylyt5hu6,3
"{ 'SEN': 0, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 2, 'STR': 4 }",541,"Estresante, era complejo concentrarse debido al ruido, pero fue retador hacer el esfuerzo de mantenerse concentrado, lo cual en parte fue agradable.",zz3n9byc,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 1, 'STR': 4 }",513,Se me dificultó concentrarme por el ruido,d9xjndjt,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",514,"Mucho ruido en las bocinas, se escuchaba gente comiendo, tecleando y recibiendo mensajes por whatsapp lo que altero un poco mi concentración.",daxwkh3d,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 3, 'STR': 3 }",515,un poco incomodo por el ruido,db4va830,3
"{ 'SEN': 0, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 4, 'STR': 2 }",516,"El sonido de fondo si distrae, pero cuando te concentras pasa a segundo plano. Personalmente estudio con ruido blanco, entonces no me distraje tanto.",fhe4cbsw,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 2, 'STR': 3 }",517,"Fue un tanto difícil concentrarse con los ruidos de la bocina, pero asumo que era parte del experimento.",ieup1t69,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 2, 'STR': 3 }",518,un poco complejo por el ruido,iv775223,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",519,El ambiente fue incomodo y ruidoso debido a los sonidos de fondo de notificaciones y personas masticando,iw5gxm22,3
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",520,agradable,k1jf9leo,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",521,"No, hay algunos ruidos repetitivos en alto volumen",nluh6ksj,3
"{ 'SEN': 1, 'MR': 0, 'MS': 1, 'CONF': 4, 'CONC': 3, 'STR': 2 }",522,es ameno y muy tranquilo,nmul35i8,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",523,Mucho ruido en la sala,nnzhy6ts,3
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 5, 'CONC': 3, 'STR': 3 }",524,"La sala es limpia y espaciosa, tiene buena iluminaciòn.",o323vul4,3
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",525,No lo fue para nada,o58cobx9,3
"{ 'SEN': -1, 'MR': 0, 'MS': 0, 'CONF': 2, 'CONC': 3, 'STR': 3 }",526,Cero agradable,p58pj9s1,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 3, 'STR': 3 }",527,Un poco incomodo por los ruidos,pxg7lx9d,3
"{ 'SEN': -1, 'MR': 0, 'MS': 0, 'CONF': 2, 'CONC': 3, 'STR': 3 }",528,no fue para nada agradable,qrcvo6d5,3
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 2, 'STR': 2 }",529,"Me dio risa, pero no fue tan critico, creo que estaba el entorno no me afecta tanto como mis pensamientos, justo hoy tengo la mente en otro mundo",rlwjhj3o,3
"{ 'SEN': 0, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 2, 'STR': 3 }",530,"moderado, es un poco difícil concentrase con los ruidos de fondo, sin embargo estuvo interesante",rpctlp5o,3
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",531,Fue una excelente experiencia.,rr9zqq4r,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",532,fue ruidoso,sfab6g6b,3
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 4, 'CONC': 3, 'STR': 2 }",533,fue agradable ,u5tff6t4,3
"{ 'SEN': 1, 'MR': 0, 'MS': 0, 'CONF': 4, 'CONC': 3, 'STR': 3 }",534,buen ambiente,unwa8tui,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 1, 'STR': 5 }",535,"El uso de sonidos estresantes dificulto mucho la concentración, lo que me estreso bastante",vtzdjtmp,3
"{ 'SEN': 0, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",536,"Bastante bien, aunque escuchaba el ruido  por parte de los organizadores, los teclazos, que estaban comiendo, haciendo otras actividades",wb4p5cgu,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 2, 'STR': 3 }",537,Fue entretenido ver como colocaban ruidos para hacer desconcentrarnos en las pruebas,xaxn9vfz,3
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",538,no tanto,xmnescie,3
"{ 'SEN': 0, 'MR': 0, 'MS': 0, 'CONF': 3, 'CONC': 3, 'STR': 3 }",539,bueno,xnr0qmex,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 3, 'CONC': 1, 'STR': 5 }",540,"La sala y adecuacion estuvieron bien, pero el experimento fue muy estresante, horrible. El ruido era impresionante y la falta de sueño y estrès me desconcentraron",ylyt5hu6,3
"{ 'SEN': -1, 'MR': 1, 'MS': 0, 'CONF': 2, 'CONC': 2, 'STR': 4 }",541,"Estresante, era complejo concentrarse debido al ruido, pero fue retador hacer el esfuerzo de mantenerse concentrado, lo cual en parte fue agradable.",zz3n9byc,3
